text,label
adversaries may use social engineering techniques to influence users to take actions that result in unauthorized access approval of changes disclosure of sensitive information or execution of adversary supplied instructions introduction of malicious payloads or software while minimizing technical indicators adversaries may leverage trust building methods across multiple channels executive vendor or help desk scenarios including ai enabled voice interactions to prompt user authorized actions such as password resets mfa changes financial approvals or the disclosure of sensitive information adversaries may also leverage common business communications and workflows such as email collaboration platforms voice communications recruiting processes help desk interactions and saas consent mechanisms to make malicious requests appear routine and legitimate additionally adversaries have persuaded victims to take actions through references of current events harnessing relevant themes to the work role or the organizations mission for example adversaries may use scare tactics threaten repercussions for non compliance or otherwise incite victims emotions in order to generate sense of urgency to take action this technique may include common social engineering patterns such as phishing and spearphishing voice often supported by convincing and targeted narratives,1
adversaries may fake or spoof sender identity by modifying the value of relevant email headers in order to establish contact with victims under false pretenses in addition to actual email content email headers such as the from header which contains the email address of the sender may also be modified email clients display these headers when emails appear in victim inbox which may cause modified emails to appear as if they were from the spoofed entity enterprise environments can use domain based message authentication reporting and conformance dmarc as an email authentication protocol that references results of the sender policy framework spf and domainkeys identified mail dkim configurations spf and dkim are configured separately in dns spf verifies that the sending server is authorized for the domain while dkim uses digital signature to verify email integrity and domain authentication together they validate email authenticity and specify how receiving servers should handle authentication failures without enforced identity authentication adversaries may compromise the integrity of an authentication check with altered headers that would not have otherwise passed an example of weak or absent dmarc policy is dmarc1 none fo the none the none indicates no action should be taken and therefore no filtering action will take place even if an email fails authentication checks spf and dkim fail when dmarc policy indicates no action the email will still be delivered to the victim inbox adversaries have abused weak or absent dmarc policies to circumvent authentication checks and conceal social engineering attempts adversaries can alter email headers to include legitimate domain names with fake usernames or impersonate legitimate users via impersonation for phishing additionally adversaries may abuse microsoft direct send functionality to spoof internal users by using internal devices like printers to send emails without authentication,1
adversaries may impersonate trusted person or organization in order to persuade and trick target into performing some action on their behalf for example adversaries may communicate with victims via phishing for information phishing or internal spearphishing while impersonating known sender such as an executive colleague or third party vendor established trust can then be leveraged to accomplish an adversary ultimate goals possibly against multiple victims in many cases of business email compromise or email fraud campaigns adversaries use impersonation to defraud victims deceiving them into sending money or divulging information that ultimately enables financial theft adversaries will often also use social engineering techniques such as manipulative and persuasive language in email subject lines and body text such as payment request or urgent to push the victim to act quickly before malicious activity is detected these campaigns are often specifically targeted against people who due to job roles and accesses can carry out the adversary goal impersonation is typically preceded by reconnaissance techniques such as gather victim identity information and gather victim org information as well as acquiring infrastructure such as email domains domains to substantiate their false identity there is the potential for multiple victims in campaigns involving impersonation for example an adversary may compromise accounts targeting one organization which can then be used to support impersonation against other entities,1
adversaries may gain access to and use centralized software suites installed within an enterprise to execute commands and move laterally through the network configuration management and software deployment applications may be used in an enterprise network or cloud environment for routine administration purposes these systems may also be integrated into ci pipelines examples of such solutions include sccm hbss altiris aws systems manager microsoft intune azure arc and gcp deployment manager access to network wide or enterprise wide endpoint management software may enable an adversary to achieve remote code execution on all connected systems the access may be used to laterally move to other systems gather information or cause specific effect such as wiping the hard drives on all endpoints saas based configuration management services may allow for broad cloud administration command on cloud hosted instances as well as the execution of arbitrary commands on on premises endpoints for example microsoft configuration manager allows global or intune administrators to run scripts as system on on premises devices joined to entra id such services may also utilize web protocols to communicate back to adversary owned infrastructure network infrastructure devices may also have configuration management tools that can be similarly abused by adversaries the permissions required for this action vary by system configuration local credentials may be sufficient with direct access to the third party system or specific domain credentials may be required however the system may require an administrative account to log in or to access specific functionality,1
adversaries may attempt to get listing of software and software versions that are installed on system or in cloud environment adversaries may use the information from software discovery during automated discovery to shape follow on behaviors including whether or not the adversary fully infects the target and attempts specific actions such software may be deployed widely across the environment for configuration management or security reasons such as software deployment tools and may allow adversaries broad access to infect devices or move laterally adversaries may attempt to enumerate software for variety of reasons such as figuring out what security measures are present or if the compromised system has version of software that is vulnerable to exploitation for privilege escalation,1
adversaries may attempt to get listing of backup software or configurations that are installed on system adversaries may use this information to shape follow on behaviors such as data destruction inhibit system recovery or data encrypted for impact commands that can be used to obtain security software information are netsh reg query with reg dir with cmd and tasklist but other indicators of discovery behavior may be more specific to the type of software or security system the adversary is looking for such as veeam acronis dropbox or paragon,1
adversaries may attempt to get listing of security software configurations defensive tools and sensors that are installed on system or in cloud environment this may include things such as cloud monitoring agents and anti virus adversaries may use the information from security software discovery during automated discovery to shape follow on behaviors including whether or not the adversary fully infects the target and attempts specific actions example commands that can be used to obtain security software information are netsh code reg query with reg code dir with cmd and tasklist but other indicators of discovery behavior may be more specific to the type of software or security system the adversary is looking for it is becoming more common to see macos malware perform checks for littlesnitch and knockknock software adversaries may also utilize the cloud api to discover cloud native security software installed on compute infrastructure such as the aws cloudwatch agent azure vm agent and google cloud monitor agent these agents may collect metrics and logs from the vm which may be centrally aggregated in cloud based monitoring platform,1
adversaries may abuse software extensions to establish persistent access to victim systems software extensions are modular components that enhance or customize the functionality of software applications including web browsers integrated development environments ides and other platforms extensions are typically installed via official marketplaces app stores or manually loaded by users and they often inherit the permissions and access levels of the host application malicious extensions can be introduced through various methods including social engineering compromised marketplaces or direct installation by users or by adversaries who have already gained access to system malicious extensions can be named similarly or identically to benign extensions in marketplaces security mechanisms in extension marketplaces may be insufficient to detect malicious components allowing adversaries to bypass automated scanners or exploit trust established during the installation process adversaries may also abuse benign extensions to achieve their objectives such as using legitimate functionality to tunnel data or bypass security controls the modular nature of extensions and their integration with host applications make them an attractive target for adversaries seeking to exploit trusted software ecosystems detection can be challenging due to the inherent trust placed in extensions during installation and their ability to blend into normal application workflows,1
adversaries may abuse internet browser extensions to establish persistent access to victim systems browser extensions or plugins are small programs that can add functionality to and customize aspects of internet browsers they can be installed directly via local file or custom url or through browser app store an official online platform where users can browse install and manage extensions for specific web browser extensions generally inherit the web browser permissions previously granted malicious extensions can be installed into browser through malicious app store downloads masquerading as legitimate extensions through social engineering or by an adversary that has already compromised system security can be limited on browser app stores so it may not be difficult for malicious extensions to defeat automated scanners depending on the browser adversaries may also manipulate an extension update url to install updates from an adversary controlled server or manipulate the mobile configuration file to silently install additional extensions adversaries may abuse how chromium based browsers load extensions by modifying or replacing the preferences and secure preferences files to silently install malicious extensions when the browser is not running adversaries can alter these files ensuring the extension is loaded granted desired permissions and will persist in browser sessions this method does not require user consent and extensions are silently loaded in the background from disk or from the browser trusted store previous to macos adversaries could silently install browser extensions via the command line using the code profiles tool to install malicious code mobileconfig files in macos the use of the code profiles tool can no longer install configuration profiles however code mobileconfig files can be planted and installed with user interaction once the extension is installed it can browse to websites in the background steal all information that user enters into browser including credentials and be used as an installer for rat for persistence there have also been instances of botnets using persistent backdoor through malicious chrome extensions for command and control adversaries may also use browser extensions to modify browser permissions and components privacy settings and other security controls for stealth,1
adversaries may abuse an integrated development environment ide extension to establish persistent access to victim systems ides such as visual studio code intellij idea and eclipse support extensions software components that add features like code linting auto completion task automation or integration with tools like git and docker malicious extension can be installed through an extension marketplace compromise software dependencies and development tools or side loaded directly into the ide in addition to installing malicious extensions adversaries may also leverage benign ones for example adversaries may establish persistent ssh tunnels via the use of the vscode remote ssh extension ide tunneling trust is typically established through the installation process once installed the malicious extension is run every time that the ide is launched the extension can then be used to execute arbitrary code establish backdoor mine cryptocurrency or exfiltrate data,1
adversaries may upload install or otherwise set up capabilities that can be used during targeting to support their operations an adversary may need to take capabilities they developed develop capabilities or obtained obtain capabilities and stage them on infrastructure under their control these capabilities may be staged on infrastructure that was previously purchased by the adversary acquire infrastructure or was otherwise compromised by them compromise infrastructure capabilities may also be staged on web services such as github or pastebin or on platform as service paas offerings that enable users to easily provision applications staging of capabilities can aid the adversary in number of initial access and post compromise behaviors including but not limited to staging web resources necessary to conduct drive by compromise when user browses to site staging web resources for link target to be used with spearphishing uploading malware or tools to location accessible to victim network to enable ingress tool transfer installing previously acquired ssl certificate to use to encrypt command and control traffic ex asymmetric cryptography with web protocols,0
adversaries may prepare an operational environment to infect systems that visit website over the normal course of browsing endpoint systems may be compromised through browsing to adversary controlled sites as in drive by compromise in such cases the user web browser is typically targeted for exploitation often not requiring any extra user interaction once landing on the site but adversaries may also set up websites for non exploitation behavior such as application access token prior to drive by compromise adversaries must stage resources needed to deliver that exploit to users who browse to an adversary controlled site drive by content can be staged on adversary controlled infrastructure that has been acquired acquire infrastructure or previously compromised compromise infrastructure adversaries may upload or inject malicious web content such as javascript into websites this may be done in number of ways including inserting malicious scripts into web pages or other user controllable web content such as forum posts modifying script files served to websites from publicly writeable cloud storage buckets crafting malicious web advertisements and purchasing ad space on website through legitimate ad providers malvertising in addition to staging content to exploit user web browser adversaries may also stage scripting content to profile the user browser as in gather victim host information to ensure it is vulnerable prior to attempting exploitation websites compromised by an adversary and used to stage drive by may be ones visited by specific community such as government particular industry or region where the goal is to compromise specific user or set of users based on shared interest this kind of targeted campaign is referred to strategic web compromise or watering hole attack adversaries may purchase domains similar to legitimate domains ex homoglyphs typosquatting different top level domain etc during acquisition of infrastructure domains to help facilitate drive by compromise,0
adversaries may install ssl certificates that can be used during targeting ssl certificates are files that can be installed on servers to enable secure communications between systems digital certificates include information about the key information about its owner identity and the digital signature of an entity that has verified the certificate contents are correct if the signature is valid and the person examining the certificate trusts the signer then they know they can use that key to communicate securely with its owner certificates can be uploaded to server then the server can be configured to use the certificate to enable encrypted communication with it adversaries may install ssl certificates that can be used to further their operations such as encrypting c2 traffic ex asymmetric cryptography with web protocols or lending credibility to credential harvesting site installation of digital certificates may take place for number of server types including web servers and email servers adversaries can obtain digital certificates see digital certificates or create self signed certificates see digital certificates digital certificates can then be installed on adversary controlled infrastructure that may have been acquired acquire infrastructure or previously compromised compromise infrastructure,0
adversaries may put in place resources that are referenced by link that can be used during targeting an adversary may rely upon user clicking malicious link in order to divulge information including credentials or to gain execution as in malicious link links can be used for spearphishing such as sending an email accompanied by social engineering text to coax the user to actively click or copy and paste url into browser prior to phish for information as in spearphishing link or phish to gain initial access to system as in spearphishing link an adversary must set up the resources for link target for the spearphishing link typically the resources for link target will be an html page that may include some client side script such as javascript to decide what content to serve to the user adversaries may clone legitimate sites to serve as the link target this can include cloning of login pages of legitimate web services or organization login pages in an effort to harvest credentials during spearphishing link adversaries may also upload malware and have the link target point to malware for download by the user adversaries may purchase domains similar to legitimate domains ex homoglyphs typosquatting different top level domain etc during acquisition of infrastructure domains to help facilitate malicious link links can be written by adversaries to mask the true destination in order to deceive victims by abusing the url schema and increasing the effectiveness of phishing adversaries may also use free or paid accounts on link shortening services and platform as service providers to host link targets while taking advantage of the widely trusted domains of those providers to avoid being blocked while redirecting victims to malicious pages in addition adversaries may serve variety of malicious links through uniquely generated uris including one time single use links finally adversaries may take advantage of the decentralized nature of the interplanetary file system ipfs to host link targets that are difficult to remove,0
adversaries may poison mechanisms that influence search engine optimization seo to further lure staged capabilities towards potential victims search engines typically display results to users based on purchased ads as well as the site ranking calculated by their web crawlers and algorithms to help facilitate drive by compromise adversaries may stage content that explicitly manipulates seo rankings in order to promote sites hosting their malicious payloads such as drive by target within search engines poisoning seo rankings may involve various tricks such as stuffing keywords including in the form of hidden text into compromised sites these keywords could be related to the interests habits of the intended victim as well as more broad seasonably popular topics elections trending news in addition to internet search engines such as google adversaries may also aim to manipulate specific in site searches for developer platforms such as github to deceive users towards supply chain compromise lures in site searches will rank search results according to their own algorithms and metrics such as popularity which may be targeted and gamed by malicious actors adversaries may also purchase or plant incoming links to staged capabilities in order to boost the site calculated relevance and reputation seo poisoning may also be combined with evasive redirects and other cloaking mechanisms such as measuring mouse movements or serving content based on browser user agents user language settings or http headers in order to feed seo inputs while avoiding scrutiny from defenders,0
adversaries may upload malware to third party or adversary controlled infrastructure to make it accessible during targeting malicious software can include payloads droppers post compromise tools backdoors and variety of other malicious content adversaries may upload malware to support their operations such as making payload available to victim network to enable ingress tool transfer by placing it on an internet accessible web server malware may be placed on infrastructure that was previously purchased by the adversary acquire infrastructure or was otherwise compromised by them compromise infrastructure malware can also be staged on web services such as github or pastebin hosted on the interplanetary file system ipfs where decentralized content storage makes the removal of malicious files difficult or saved on the blockchain as smart contracts which are resilient against takedowns that would affect traditional infrastructure adversaries may upload backdoored files such as software packages application binaries virtual machine images or container images to third party software stores package libraries extension marketplaces or repositories ex github cnet aws community amis docker hub pypi npm by chance encounter victims may directly download these backdoored files via user execution masquerading including typosquatting legitimate software may increase the chance of users mistakenly executing these files,0
adversaries may upload tools to third party or adversary controlled infrastructure to make it accessible during targeting tools can be open or closed source free or commercial tools can be used for malicious purposes by an adversary but unlike malware were not intended to be used for those purposes ex psexec adversaries may upload tools to support their operations such as making tool available to victim network to enable ingress tool transfer by placing it on an internet accessible web server tools may be placed on infrastructure that was previously purchased by the adversary acquire infrastructure or was otherwise compromised by them compromise infrastructure tools can also be staged on web services such as an adversary controlled github repo or on platform as service offerings that enable users to easily provision applications adversaries can avoid the need to upload tool by having compromised victim machines download the tool directly from third party hosting location ex non adversary controlled github repo including the original hosting site of the tool,0
adversaries can steal application access tokens as means of acquiring credentials to access remote systems and resources application access tokens are used to make authorized api requests on behalf of user or service and are commonly used as way to access resources in cloud and container based applications and software as service saas adversaries who steal account api tokens in cloud and containerized environments may be able to access data and perform actions with the permissions of these accounts which can lead to privilege escalation and further compromise of the environment for example in kubernetes environments processes running inside container may communicate with the kubernetes api server using service account tokens if container is compromised an adversary may be able to steal the container token and thereby gain access to kubernetes api commands similarly instances within continuous development continuous integration ci pipelines will often use api tokens to authenticate to other services for testing and deployment if these pipelines are compromised adversaries may be able to steal these tokens and leverage their privileges in azure an adversary who compromises resource with an attached managed identity such as an azure vm can request short lived tokens through the azure instance metadata service imds these tokens can then facilitate unauthorized actions or further access to other azure services bypassing typical credential based authentication token theft can also occur through social engineering in which case user action may be required to grant access oauth is one commonly implemented framework that issues tokens to users for access to systems an application desiring access to cloud based services or protected apis can gain entry using oauth through variety of authorization protocols an example commonly used sequence is microsoft authorization code grant flow an oauth access token enables third party application to interact with resources containing user data in the ways requested by the application without obtaining user credentials adversaries can leverage oauth authorization by constructing malicious application designed to be granted access to resources with the target user oauth token the adversary will need to complete registration of their application with the authorization server for example microsoft identity platform using azure portal the visual studio ide the command line interface powershell or rest api calls then they can send spearphishing link to the target user to entice them to grant access to the application once the oauth access token is granted the application can gain potentially long term access to features of the user account through application access token application access tokens may function within limited lifetime limiting how long an adversary can utilize the stolen token however in some cases adversaries can also steal application refresh tokens allowing them to obtain new access tokens without prompting the user,0
an adversary may steal web application or service session cookies and use them to gain access to web applications or internet services as an authenticated user without needing credentials web applications and services often use session cookies as an authentication token after user has authenticated to website cookies are often valid for an extended period of time even if the web application is not actively used cookies can be found on disk in the process memory of the browser and in network traffic to remote systems additionally other applications on the targets machine might store sensitive authentication cookies in memory apps which authenticate to cloud services session cookies can be used to bypasses some multi factor authentication protocols there are several examples of malware targeting cookies from web browsers on the local system adversaries may also steal cookies by injecting malicious javascript content into websites or relying on user execution by tricking victims into running malicious javascript in their browser there are also open source frameworks such as evilginx2 and muraena that can gather session cookies through malicious proxy adversary in the middle that can be set up by an adversary and used in phishing campaigns after an adversary acquires valid cookie they can then perform web session cookie technique to login to the corresponding web application,1
adversaries may steal or forge certificates used for authentication to access remote systems or resources digital certificates are often used to sign and encrypt messages and files certificates are also used as authentication material for example entra id device certificates and active directory certificate services ad cs certificates bind to an identity and can be used as credentials for domain accounts authentication certificates can be both stolen and forged for example ad cs certificates can be stolen from encrypted storage in the registry or files misplaced certificate files unsecured credentials or directly from the windows certificate store via various crypto apis with appropriate enrollment rights users and machines within domain can also request and manually renew certificates from enterprise certificate authorities ca this enrollment process defines various settings and permissions associated with the certificate of note the certificate extended key usage eku values define signing encryption and authentication use cases while the certificate subject alternative name san values define the certificate owner alternate names abusing certificates for authentication credentials may enable other behaviors such as lateral movement certificate related misconfigurations may also enable opportunities for privilege escalation by way of allowing users to impersonate or assume privileged accounts or permissions via the identities sans associated with certificate these abuses may also enable persistence via stealing or forging certificates that can be used as valid accounts for the duration of the certificate validity despite user password resets authentication certificates can also be stolen and forged for machine accounts adversaries who have access to root or subordinate ca certificate private keys or mechanisms protecting these keys may also establish persistence by forging arbitrary authentication certificates for the victim domain known as golden certificates adversaries may also target certificates and related services in order to access other forms of credentials such as golden ticket ticket granting tickets tgt or ntlm plaintext,1
adversaries may attempt to subvert kerberos authentication by stealing or forging kerberos tickets to enable pass the ticket kerberos is an authentication protocol widely used in modern windows domain environments in kerberos environments referred to as realms there are three basic participants client service and key distribution center kdc clients request access to service and through the exchange of kerberos tickets originating from kdc they are granted access after having successfully authenticated the kdc is responsible for both authentication and ticket granting adversaries may attempt to abuse kerberos by stealing tickets or forging tickets to enable unauthorized access on windows the built in code klist utility can be used to list and analyze cached kerberos tickets,1
adversaries may reveal credentials of accounts that have disabled kerberos preauthentication by password cracking kerberos messages preauthentication offers protection against offline password cracking when enabled user requesting access to resource initiates communication with the domain controller dc by sending an authentication server request as req message with timestamp that is encrypted with the hash of their password if and only if the dc is able to successfully decrypt the timestamp with the hash of the user password it will then send an authentication server response as rep message that contains the ticket granting ticket tgt to the user part of the as rep message is signed with the user password for each account found without preauthentication an adversary may send an as req message without the encrypted timestamp and receive an as rep message with tgt data which may be encrypted with an insecure algorithm such as rc4 the recovered encrypted data may be vulnerable to offline password cracking attacks similarly to kerberoasting and expose plaintext credentials an account registered to domain with or without special privileges can be abused to list all domain accounts that have preauthentication disabled by utilizing windows tools like powershell with an ldap filter alternatively the adversary may send an as req message for each user if the dc responds without errors the account does not require preauthentication and the as rep message will already contain the encrypted data cracked hashes may enable persistence privilege escalation and lateral movement via access to valid accounts,0
adversaries may attempt to steal kerberos tickets stored in credential cache files or ccache these files are used for short term storage of user active session credentials the ccache file is created upon user authentication and allows for access to multiple services without the user having to re enter credentials the code configuration file and the code krb5ccname environment variable are used to set the storage location for ccache entries on linux credentials are typically stored in the directory with naming format of krb5cc uid or krb5 ccache on macos ccache entries are stored by default in memory with an api uuid naming scheme typically users interact with ticket storage using code kinit which obtains ticket granting ticket tgt for the principal code klist which lists obtained tickets currently held in the credentials cache and other built in binaries adversaries can collect tickets from ccache files stored on disk and authenticate as the current user without their password to perform pass the ticket attacks adversaries can also use these tickets to impersonate legitimate users with elevated privileges to perform privilege escalation tools like kekeo can also be used by adversaries to convert ccache files to windows format for further lateral movement on macos adversaries may use open source tools or the kerberos framework to interact with ccache files and extract tgts or service tickets via lower level apis,1
adversaries who have the krbtgt account password hash may forge kerberos ticket granting tickets tgt also known as golden ticket golden tickets enable adversaries to generate authentication material for any account in active directory using golden ticket adversaries are then able to request ticket granting service tgs tickets which enable access to specific resources golden tickets require adversaries to interact with the key distribution center kdc in order to obtain tgs the kdc service runs all on domain controllers that are part of an active directory domain krbtgt is the kerberos key distribution center kdc service account and is responsible for encrypting and signing all kerberos tickets the krbtgt password hash may be obtained using os credential dumping and privileged access to domain controller,0
adversaries may abuse valid kerberos ticket granting ticket tgt or sniff network traffic to obtain ticket granting service tgs ticket that may be vulnerable to brute force service principal names spns are used to uniquely identify each instance of windows service to enable authentication kerberos requires that spns be associated with at least one service logon account an account specifically tasked with running service adversaries possessing valid kerberos ticket granting ticket tgt may request one or more kerberos ticket granting service tgs service tickets for any spn from domain controller dc portions of these tickets may be encrypted with the rc4 algorithm meaning the kerberos tgs rep etype hash of the service account associated with the spn is used as the private key and is thus vulnerable to offline brute force attacks that may expose plaintext credentials this same behavior could be executed using service tickets captured from network traffic cracked hashes may enable persistence privilege escalation and lateral movement via access to valid accounts,0
adversaries who have the password hash of target service account sharepoint mssql may forge kerberos ticket granting service tgs tickets also known as silver tickets kerberos tgs tickets are also known as service tickets silver tickets are more limited in scope in than golden tickets in that they only enable adversaries to access particular resource mssql and the system that hosts the resource however unlike golden tickets adversaries with the ability to forge silver tickets are able to create tgs tickets without interacting with the key distribution center kdc potentially making detection more difficult password hashes for target services may be obtained using os credential dumping or kerberoasting,0
adversaries may undermine security controls that will either warn users of untrusted activity or prevent execution of untrusted programs operating systems and security products may contain mechanisms to identify programs or websites as possessing some level of trust examples of such features would include program being allowed to run because it is signed by valid code signing certificate program prompting the user with warning because it has an attribute set from being downloaded from the internet or getting an indication that you are about to connect to an untrusted site adversaries may attempt to subvert these trust mechanisms the method adversaries use will depend on the specific mechanism they seek to subvert adversaries may conduct file and directory permissions modification or modify registry in support of subverting these controls adversaries may also create or steal code signing certificates to acquire trust on target systems,1
adversaries may create acquire or steal code signing materials to sign their malware or tools code signing provides level of authenticity on binary from the developer and guarantee that the binary has not been tampered with the certificates used during an operation may be created acquired or stolen by the adversary unlike invalid code signature this activity will result in valid signature code signing to verify software on first run can be used on modern windows and macos systems it is not used on linux due to the decentralized nature of the platform code signing certificates may be used to bypass security policies that require signed code to execute on system,0
adversaries may modify code signing policies to enable execution of unsigned or self signed code code signing provides level of authenticity on program from developer and guarantee that the program has not been tampered with security controls can include enforcement mechanisms to ensure that only valid signed code can be run on an operating system some of these security controls may be enabled by default such as driver signature enforcement dse on windows or system integrity protection sip on macos other such controls may be disabled by default but are configurable through application controls such as only allowing signed dynamic link libraries dlls to execute on system since it can be useful for developers to modify default signature enforcement policies during the development and testing of applications disabling of these features may be possible with elevated permissions adversaries may modify code signing policies in number of ways including through use of command line or gui utilities modify registry rebooting the computer in debug mode or by altering the value of variables in kernel memory examples of commands that can modify the code signing policy of system include code bcdedit exe set testsigning on on windows and code csrutil disable on macos depending on the implementation successful modification of signing policy may require reboot of the compromised system additionally some implementations can introduce visible artifacts for the user ex watermark in the corner of the screen stating the system is in test mode adversaries may attempt to remove such artifacts to gain access to kernel memory to modify variables related to signature checks such as modifying code cioptions to disable driver signature enforcement adversaries may conduct exploitation for privilege escalation using signed but vulnerable driver,0
adversaries may modify file attributes and subvert gatekeeper functionality to evade user prompts and execute untrusted programs gatekeeper is set of technologies that act as layer of apple security model to ensure only trusted applications are executed on host gatekeeper was built on top of file quarantine in snow leopard and has grown to include code signing security policy compliance notarization and more gatekeeper also treats applications running for the first time differently than reopened applications based on an opt in system when files are downloaded an extended attribute xattr called com apple quarantine also known as quarantine flag can be set on the file by the application performing the download launch services opens the application in suspended state for first run applications with the quarantine flag set gatekeeper executes the following functions checks extended attribute gatekeeper checks for the quarantine flag then provides an alert prompt to the user to allow or deny execution checks system policies gatekeeper checks the system security policy allowing execution of apps downloaded from either just the app store or the app store and identified developers code signing gatekeeper checks for valid code signature from an apple developer id notarization using the api apple cloudkit com api gatekeeper reaches out to apple servers to verify or pull down the notarization ticket and ensure the ticket is not revoked users can override notarization which will result in prompt of executing an unauthorized app and the security policy will be modified adversaries can subvert one or multiple security controls within gatekeeper checks through logic errors exploitation for stealth unchecked file types and external libraries for example prior to macos ventura code signing and notarization checks were only conducted on first launch allowing adversaries to write malicious executables to previously opened applications in order to bypass gatekeeper security checks applications and files loaded onto the system from usb flash drive optical disk external hard drive from drive shared over the local network or using the curl command may not set the quarantine flag additionally it is possible to avoid setting the quarantine flag using drive by compromise,0
adversaries may install root certificate on compromised system to avoid warnings when connecting to adversary controlled web servers root certificates are used in public key cryptography to identify root certificate authority ca when root certificate is installed the system or application will trust certificates in the root chain of trust that have been signed by the root certificate certificates are commonly used for establishing secure tls communications within web browser when user attempts to browse website that presents certificate that is not trusted an error message will be displayed to warn the user of the security risk depending on the security settings the browser may not allow the user to establish connection to the website installation of root certificate on compromised system would give an adversary way to degrade the security of that system adversaries have used this technique to avoid security warnings prompting users when compromised systems connect over to adversary controlled web servers that spoof legitimate websites in order to collect login credentials atypical root certificates have also been pre installed on systems by the manufacturer or in the software supply chain and were used in conjunction with malware to provide adversary in the middle capability for intercepting information transmitted over secure tls communications root certificates and their associated chains can also be cloned and reinstalled cloned certificate chains will carry many of the same metadata characteristics of the source and can be used to sign malicious code that may then bypass signature validation tools ex sysinternals antivirus etc used to block execution and uncover artifacts of persistence in macos the ay mami malware uses code add trusted cert trustroot to install malicious certificate as trusted root certificate into the system keychain,1
